id,fuente,oferta_id,titulo,empresa,ubicacion,salario,contrato,jornada,fecha_publicacion,url,descripcion,requisitos,fecha_scrapeo,categoria,tags,modalidad,seniority,salario_num,moneda
1468,linkedin,4434709874,Marketing Team Lead,Canonical,Uruguay,,,,2026-09-24,https://www.linkedin.com/jobs/view/4434709874,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution. The Company Is Founder Led, Profitable And Growing. Marketers at Canonical are brand stewards and demand creators. They transform complex open-source technology into messages, stories, and strategies that shape the market understanding of our vision. Some focus on differentiated product and portfolio positioning; others specialize in account-based engagement, partner and alliance messaging, or product-led growth. Whatever their specialization, each marketer works as part of a cross-functional unit, contributing campaigns and insights that help the company learn and grow faster. We have a bias for action, focus efforts on the most impactful activities, and take ownership of our results. We work across long buying cycles, balance storytelling with data, design experiments, track outcomes, and iterate rapidly to find what works. Marketers at Canonical don’t just promote open source; they amplify it, ensuring our innovations reach the right people, at the right time, with clarity and purpose from developers to decision makers. As an experienced marketer at Canonical, you’ll lead cross-disciplinary teams of product, partner, or sales professionals in your specific area, from establishing priorities and strategies with senior stakeholders to delivering on integrated campaigns. We are looking for both generalists who want to take ownership of a product portfolio or channel, and for specialists who can help the whole team excel in their domain of expertise. Location: This is a globally remote role; you can be based in EMEA, APAC, or the Americas, depending on the team’s location. The role entails You will take ownership of one of our core marketing tracks and lead both strategy and execution. You’ll ensure campaigns land, launches succeed, and adoption grows, while contributing to the broader go-to-market engine. You will: Lead GTM strategy and campaign execution in your functional area Align with product, sales, content, and partner teams to deliver integrated plans Shape messaging, positioning, and assets that resonate with customers Design and run experiments to test your hypothesis Drive major launches, marketing initiatives, and growth programs Run reviews and retrospectives to improve performance and impact Mentor colleagues, strengthen the function, and set high standards for delivery What we are looking for in you Strong written and verbal communication in English Exceptional academic track record from high school and university Proven experience in B2B marketing, ideally in software, SaaS, or open source Strong track record shaping go-to-market strategy, messaging, and campaigns that move the pipeline Fast adaptation to change and new technology adoption in marketing A leader, growing and elevating others across the organization A solid eye for ROI and effective budget management Ability to influence and align stakeholders across the organization Excellent communication and storytelling skills for technical solutions Skilled at managing complex projects and leading cross-functional teams Comfortable using data to evaluate campaigns and refine strategy Proactive, outcome-driven, and confident, operating independently at a global scale Nice-to-have skills Background in sales-led or ecosystem growth Familiarity with ABM (Account-Based Marketing) approaches Experience leading go-to-market efforts across a large product portfolio Experience managing budgets, agencies, or external vendors Understanding of open source communities and business models Experience mentoring or leading junior marketers What we offer you Your base pay will depend on various factors including your geographical location, level of experience, knowledge and skills. In addition to the benefits above, certain roles are also eligible for additional benefits and rewards including annual bonuses and sales incentives based on revenue or utilization. Our compensation philosophy is to ensure equity right across our global workforce. In addition to a competitive base pay, we provide all team members with additional benefits, which reflect our values and ideals. Please note that additional benefits may apply depending on the work location and, for more information on these, please ask your Talent Partner. 🏠Fully remote working environment - we’ve been working remotely since 2004! 📚Personal learning and development budget of 2,000 USD per annum 💰Annual compensation review 🏆Recognition rewards 🏝 Annual holiday leave 👶Parental Leave 🧑‍💼Employee Assistance Programme 🧳Opportunity to travel to new locations to meet colleagues at ‘sprints’ About Canonical Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open-source projects and the platform for AI, IoT, and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence; in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since our inception in 2004. Working here is a step into the future and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical is an equal opportunity employer We are proud to foster a workplace free from discrimination. Div",,2026-09-25T14:07:00+00:00,,,,,,
1469,linkedin,4433362843,"Software Alliances Director, Americas",Canonical,Uruguay,,,,2026-09-18,https://www.linkedin.com/jobs/view/4433362843,"The Software Alliances team at Canonical works with leading software companies to optimize and enable their products with Ubuntu and other Canonical software, for instance our AI offerings. We develop joint product roadmaps, drive delivery, and formulate go-to-market plans, content and processes, enabling differentiated offerings and robust product life-cycle support anchored to best-in-class Canonical products. Enterprises are able to receive the benefits of open source, securely maintained, and validated solutions from cloud to edge, whether purchased from Canonical, embedded in Alliance partners’ products, or accessed through the cloud. The successful candidate is someone who has demonstrated success in business development or product management, both as a leader and an individual contributor in major accounts. If you are someone who is passionate about open source, can navigate complex new technical challenges, learn quickly, and architect solutions and strategies across global teams, this challenging role is for you. This role is ideal for professionals with 7+ years of experience. Location: This role will be based remotely in the Americas region. The role entails Setting the account strategy in a major account, region, and/or vertical. Collaborating with product, engineering, alliance and marketing teams at partners to align on open-source strategies. Capturing partner requirements, evaluating gaps, and identifying Canonical opportunities. Coordinating with marketing and product teams on messaging, content creation, and launch plans. Creating partner- and customer-facing materials like reference architectures, joint blueprints, webinars, presentations, videos, and white papers. Driving Ubuntu adoption within targeted alliance accounts, advocating its benefits to stakeholders and working with partners on enablement training for their development, delivery, support and commercial teams. Influencing alliance partners to build with Canonical technology. Up to 25% travel, including internationally, for internal conferences and to drive partnerships in person. What we are looking for in you Demonstrated cross-functional leadership and influence Exceptional academic track record from both high school and university or a compelling narrative about your alternative chosen path. Bachelor's degree in science, technology and/or engineering. Experience in software development and system architecture. Customer-facing experience in software engineering, product management, business development, technology strategy or similar functions. Excellent communication skills across all levels of stakeholders - individual contributors to the C-suite; ability to grasp complex material and synthesize key points. Ability to think and work at both strategic and tactical levels. Disciplined and self motivated for a remote-first workplace environment. Nice-to-have Skills And Experience Experience with open source software and open source business models. Product management or program management experience. Understanding of marketing and go-to-market strategy. Sector-specific experience in finance, telecommunications, automotive, or public sectors. Working knowledge of independent hardware and software vendor go-to-market motions. Post-graduate degree in science, technology or engineering field. What We Offer Colleagues We consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognize outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Distributed work environment with twice-yearly team sprints in person Personal learning and development budget of USD 2,000 per year Annual compensation review Recognition rewards Annual holiday leave Maternity and paternity leave Team Member Assistance Program & Wellness Platform Opportunity to travel to new locations to meet colleagues Priority Pass and travel upgrades for long-haul company events About Canonical Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open-source projects and the platform for AI, IoT, and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence; in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since our inception in 2004. Working here is a step into the future and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical is an equal opportunity employer We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",,2026-09-25T14:07:00+00:00,,,,,,
1470,linkedin,4471666980,"Senior Business Analyst - Latin America, Remote",Bluelight,"Punta del Este, Maldonado, Uruguay",,,,2026-09-24,https://www.linkedin.com/jobs/view/4471666980,"Bluelight is a leading software consultancy dedicated to designing and developing innovative technology that enhances users' lives. With a steadfast commitment to delivering exceptional service to our clients, Bluelight excels in its focus on quality and customer satisfaction. Our mission is not only to create cutting-edge applications but also to foster a collaborative and enriching work environment where each team member can grow and thrive. With a presence across the United States and Central/South America, Bluelight is in an exciting phase of expansion, continually seeking exceptional talent to join its dynamic and diverse community. We're looking for a Business Analyst to turn business problems into clear, buildable requirements. You'll sit between our clients, our product team, and our engineers: running discovery, mapping processes, writing user stories and acceptance criteria, and making sure what we ship actually solves the problem it was meant to solve. You'll work across a mix of client builds, client maintenance engagements, and Bluelight's internal products, and you'll play a key role when new projects are being scoped and estimated. Responsibilities Lead stakeholder interviews and workshops with clients and internal teams to understand goals, current workflows, and pain points. Document current-state and future-state processes, business rules, data definitions, and edge cases. Support new-project sizing by breaking scope into epics and stories that engineering can estimate with confidence. Identify assumptions, risks, dependencies, and open questions early, and drive them to resolution. Write clear user stories with testable acceptance criteria in Jira. Partner with the Product Manager to prioritize and groom the backlog ahead of each two-week sprint. Work with UI/UX design in Figma to make sure flows and screens match the requirements, and flag gaps before development starts. Answer engineering questions during the sprint and keep requirements current as decisions are made. Work with QA to make sure acceptance criteria translate into solid test coverage. Support sprint demos and coordinate user acceptance testing with clients. Keep requirements documentation organized in Google Drive so decisions and their rationale are easy to find later. Make sure compliance, security, and audit requirements (including SOC 2 considerations) are captured as explicit requirements, not afterthoughts. Act as a trusted point of contact for clients on scope and requirements questions. Translate between business and technical audiences clearly and without jargon in either direction. Surface scope changes early and help the team and client understand the tradeoffs. Requirements 3+ years as a Business Analyst, Product Analyst, or similar role on software projects. Strong experience writing user stories and acceptance criteria in an agile/Scrum environment. Proven ability to run discovery sessions and turn ambiguous input into structured requirements. Comfort with process mapping and data modeling at a business level (flows, entities, relationships, rules). Hands-on experience with Jira; familiarity with Figma and collaborative docs. Excellent written and spoken English; comfortable leading client meetings with U.S. stakeholders. Enough technical literacy to have productive conversations with engineers about APIs, integrations, databases, and system constraints. Nice to Have Experience in an agency, consultancy, or software services environment juggling multiple clients. Exposure to regulated or compliance-heavy domains (e.g., SOC 2, telecom/outbound compliance, education, fintech). Experience writing requirements for integrations with third-party platforms. Familiarity with web application stacks (e.g., Laravel, React) and AWS. Experience supporting estimation or proposal work for new projects. Company Benefits Competitive salary and bonuses, including performance-based salary increases. Generous paid-time-off policy Flexible working hours Work remotely Continuing education, training, conferences Company-sponsored coursework, exams, and certifications Being a consultant in our team is a fun, challenging, and rewarding career choice. Your contributions are highly valued by clients, and the work you do often has a direct and significant impact on their business. You will have the opportunity to work on a variety of projects for our incredible clients, which will accelerate your career growth. You’ll collaborate with modern technologies and work alongside some of the best professionals in the industry! If you’re eager to be part of an exciting, challenging, and rapidly growing consultancy, we encourage you to apply.",,2026-09-25T14:07:00+00:00,,,,,,
1471,linkedin,4470682070,Vacantes Rotisería - Montevideo Zona Centro,El Dorado,"Montevideo, Montevideo, Uruguay",,,,2026-09-23,https://www.linkedin.com/jobs/view/4470682070,"En El Dorado buscamos personas para incorporarse a nuestro equipo de elaboración en Rotisería. Buscamos perfiles con interés por la producción alimentaria, la calidad y el trabajo en equipo. Principales Responsabilidades Llevar adelanta la elaboración de productos de Rotisería. Preparar materias primas e insumos para la producción. Realizar tareas de fraccionamiento y acondicionamiento de productos. Mantener el orden, la limpieza y la higiene del sector. Cumplir con los procedimientos y estándares de calidad de la empresa. Ofrecemos Estabilidad y oportunidades de desarrollo. Capacitación y aprendizaje continuo. Integrarte a un equipo dinámico y colaborativo. Si te interesa formar parte de nuestro equipo, ¡esperamos tu postulación! Requisitos Disponibilidad horaria para trabajar en turnos rotativos. Experiencia previa en elaboración, rotisería, gastronomía o industrias alimenticias. Excluyente: Cédula de identidad, carné de salud y carné de manipulación de alimentos vigentes. Residir en Montevideo.",,2026-09-25T14:07:00+00:00,,,,,,
1472,linkedin,4467133428,Vacantes en Chuy,El Dorado,"Chuy, Rocha, Uruguay",,,,2026-09-16,https://www.linkedin.com/jobs/view/4467133428,"¡En El Dorado estamos en búsqueda de personal para formar parte de nuestra sucursal de Chuy ! ¿Estás buscando una oportunidad laboral? ¡Esta es tu oportunidad de formar parte de nuestro equipo! Tareas: Salón y Reposición: Reposición de productos en góndolas y cámaras, atención a clientes en sala y cajas. Rotisería/Confitería: Apoyo en la elaboración de productos de panadería y confitería y atención al mostrador. Verdulería: Reposición y exhibición de frutas y verduras y atención al cliente. Fiambrería: Atención al cliente, cortado, pesado y etiquetado. Cajas: Cobro y devolución adecuado y atención al cliente. Carnicería: Elaboración de milanesas y atención al cliente. Depósito: Empaque de mercadería, control de stock, apoyo en carga y descarga de productos. ¿Te interesa formar parte del equipo? ¡Postúlate ahora! Requisitos: Requisitos Disponibilidad horaria para trabajar en turnos rotativos. Se valorará experiencia previa en el área, aunque no es excluyente. Poseer cédula de identidad, carné de salud y carné de manipulación de alimentos vigentes. (Excluyente) Residir en Chuy o zonas aledañas.",,2026-09-25T14:07:00+00:00,,,,,,
1473,linkedin,4433378053,IBM Global Alliance Director,Canonical,Uruguay,,,,2026-09-18,https://www.linkedin.com/jobs/view/4433378053,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution. The company is founder-led, profitable, and growing. We are seeking a highly motivated and experienced Global Alliances Director to join our strategic partnerships team who will be responsible for leading the IBM alliance team globally. Reporting to the Head of IHV Alliances, the IBM Global Alliance Director will work closely with IBM and Canonical teams in all geographies to develop and maintain strong relationships with senior executives at strategic partner organizations, fostering collaboration and alignment on joint business objectives. The IBM Global Alliance Director will manage and grow a global team of Business Development Managers and help them identify and pursue new business opportunities with IBM, driving revenue growth and market expansion, develop and execute go-to-market strategies for joint offerings, oversee the day-to-day management of the alliance including contract negotiations and performance tracking, and issue resolution. The IBM Global Alliance Director will also contribute to thought leadership initiatives, such as joint publications and joint customer events. Location: This role will be based remotely in AMER regions. The role entails Build and own the strategy and the development of the Alliance on a global level Expand strategic relationships and enable IBM teams on the partnership Grow business motions with IBM, across sell-to, sell-through and sell-with motions Grow IBM's awareness of open source capabilities on Canonical Ubuntu Manage, develop and grow a team of experienced business development managers Demonstrate a deep understanding of the Linux and cloud software ecosystem Deliver on targets, objectives and provide a voice of the partner Travel internationally - to drive partnerships in person Align and support internal canonical field teams - identify, support, grow, transact Expand existing footprint with IBM customers with an aim to upsell to broader portfolio What We Are Looking For In You Proven experience as an Alliance Manager/Director Solid experience in Linux, virtualization, containers, and other cloud technologies Excellent interpersonal skills and the ability to build strong relationships with executives at all levels. Strong business acumen and a strategic mindset, with a focus on driving revenue growth and market expansion. Excellent verbal and written communication skills, with the ability to effectively present complex ideas to a variety of audiences. Autonomous, disciplined, hands-on, get-it-done mentality Passionate about Canonical products and mission Comfortable in fast-paced and high pressure environments with measurable goals Team player with superior accountability and customer support skills Experience managing cross-functional teams and track record of operational excellence What We Offer Colleagues We consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognize outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Distributed work environment with twice-yearly team sprints in person Personal learning and development budget of USD 2,000 per year Annual compensation review Recognition rewards Annual holiday leave Maternity and paternity leave Team Member Assistance Program & Wellness Platform Opportunity to travel to new locations to meet colleagues Priority Pass and travel upgrades for long-haul company events About Canonical Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open-source projects and the platform for AI, IoT, and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence; in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since our inception in 2004. Working here is a step into the future and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical is an equal opportunity employer We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",,2026-09-25T14:07:00+00:00,,,,,,
1474,linkedin,4468797960,Scrum Master - Remote Work,BairesDev,"Montevideo, Uruguay",,,,2026-09-22,https://www.linkedin.com/jobs/view/4468797960,"At BairesDev®, we've been leading the way in technology projects for over 15 years. We deliver cutting-edge solutions to giants like Google and the most innovative startups in Silicon Valley. Our diverse 4,000+ team, composed of the world's Top 1% of tech talent, works remotely on roles that drive significant impact worldwide. When you apply for this position, you're taking the first step in a process that goes beyond the ordinary. We aim to align your passions and skills with our vacancies, setting you on a path to exceptional career development and success. Scrum Master at BairesDev Our Scrum Master engineers are senior developers deeply committed to quality. They create highly-optimized, production-ready code every day. They don’t need to be sold on the importance of documentation or team-work because they see it as cornerstones for their work. They are passionate, active members of our community who enjoy sharing knowledge, challenging, and being challenged by other developers and are truly committed to improving themselves and those around them. What You Will Do: - Assist the team in preparation of ART and Solution Train using various tools, such as the Program and Solution Kanbans and other information radiators. - Coach teams in Lean-Agile practices and mindsets. - Provide input on resourcing to address critical bottlenecks. - Encourage the collaboration between teams and System and Solution Architects/Engineering. - Work with Product and Solution Management, Product Owners, and other stakeholders to help ensure strategy and execution alignment. - Improve the flow of value through value streams using the Continuous. - Delivery Pipeline and DevOps. - Facilitate System Demos and Solution Demos. Here’s what we are looking for: - Solid experience in similar roles. - Use of agile methodologies. - Excellent communication skills. - Certifications chords (desirable). - Advanced English level. How we do make your work (and your life) easier: - 100% remote work (from anywhere). - Excellent compensation in USD or your local currency if preferred - Hardware and software setup for you to work from home. - Flexible hours: create your own schedule. - Paid parental leaves, vacations, and national holidays. - Innovative and multicultural work environment: collaborate and learn from the global Top 1% of talent. - Supportive environment with mentorship, promotions, skill development, and diverse growth opportunities. Apply now and become part of a global team where your unique talents can truly thrive!",,2026-09-25T14:07:00+00:00,,,,,,
1475,linkedin,4433364757,Global Head of Cloud Alliances,Canonical,Uruguay,,,,2026-09-20,https://www.linkedin.com/jobs/view/4433364757,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in more than 80 countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution. The company is founder led, profitable and growing. We are hiring a Head of Cloud Alliances to lead business development and partnerships with the global public clouds. As the publisher of Ubuntu, Canonical is already a trusted partner with the leading guest OS and select services for the major hyperscalers. We have a large portfolio of open source software on the cloud marketplace for enterprise customers, and are looking to expand our global cloud partnerships. Reporting to the VP of Global Alliances, the Global Head of Cloud Alliances will lead teams that bring innovation to the public cloud platforms, joint go-to-market with public cloud sales communities and marketplaces, and our global customer and partner contracts. They will work closely with cloud partners, from engineering to product management and marketing, to deliver open source solutions at scale for their cloud customers. Our Cloud Alliance team builds trusted relationships with partners at all levels, from joint technical work to executive strategy. Their goal is to increase Canonical market share in the cloud ISV ecosystem, develop cloud channel sales, evangelize the partnership and lead all business interactions. The Global Head of Cloud Alliances will own the strategy, sell-to, sell-through and sell-with motions with all cloud partners, as well as promotion of our cloud related activities - from campaigns, to strategic opportunities and cloud related events. Our company is largely distributed, this role can be based anywhere in the Americas or EMEA. The role entails Taking ownership of Canonical's global cloud partner strategy, leading efforts to forecast, driving bookings, and growing revenue worldwide Building strong, cross-functional relationships across teams to ensure a unified approach to technology and market execution Inspiring and guiding teams to achieve accelerated revenue growth with Cloud partners, continually refining and evolving strategies for success Establishing and nurturing executive-level relationships with key partners, laying the foundation for long-term success and mutual growth Steering our offering from concept to execution, aligning product management and marketing strategies while scaling success through our global sales organization What we are looking for in you: Exceptional academic track record from both high school and university Undergraduate degree in a technical subject Confidence to respectfully speak up, exchange feedback, and share ideas without hesitation Track record of going above-and-beyond expectations to achieve outstanding results Leadership and commitment to skills development and mentorship Passion for technology evidenced by personal projects and initiatives The work ethic and confidence to shine alongside motivated colleagues Exceptional leadership and presentation skills, capable of energizing teams and stakeholders while delivering compelling data-driven narratives Excellent interpersonal skills, curiosity, flexibility, and accountability Appreciative of diversity, polite, and effective in a multi-cultural, multi-national organization Thoughtfulness and self-motivation Result-oriented, with a personal drive to meet commitments Ability to travel internationally twice a year for company events up to two weeks long An in-depth understanding of open source technologies, Ubuntu, and the competitive ecosystem, with an eye for identifying opportunities that others might miss. Autonomous, disciplined, and proactive—take ownership, and deliver exceptional results Nice to have A track record in alliance and indirect sales management, with an ability to build partnerships that drive success Solid experience in the Public Cloud sector, coupled with an understanding of the evolving landscape of technology and innovation. Experience with Linux (Debian or Ubuntu preferred) What We Offer Colleagues We consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Distributed work environment with twice-yearly team sprints in person Personal learning and development budget of USD 2,000 per year Annual compensation review Recognition rewards Annual holiday leave Maternity and paternity leave Employee Assistance Programme Opportunity to travel to new locations to meet colleagues Priority Pass, and travel upgrades for long haul company events About Canonical Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since its inception in 2004. Working here is a step into the future, and will challenge you to think different",,2026-09-25T14:07:00+00:00,,,,,,
1476,linkedin,4456056506,Auxiliar de Panaderia - Paysandú,El Dorado,"Paysandú, Paysandú, Uruguay",,,,2026-08-20,https://www.linkedin.com/jobs/view/4456056506,"En El Dorado buscamos personas para incorporarse a nuestro equipo de Panadería. Si te interesa desarrollarte en el rubro y formar parte de un equipo dinámico y orientado a la calidad y atención al cliente, esta puede ser tu oportunidad. Requisitos: Requisitos Disponibilidad horaria para trabajar en horarios rotativos. Residencia en Paysandú. Se valorará experiencia previa en el área, atención al cliente o supermercados, aunque no es excluyente. Buscamos personas con: Capacidad para trabajar en equipo. Comunicación efectiva. Orientación al cliente. Orientación a resultados. Ofrecemos: Estabilidad y oportunidades de desarrollo. Capacitación y aprendizaje continuo. Integrarte a un equipo dinámico y colaborativo. Si te interesa formar parte de nuestro equipo, ¡esperamos tu postulación!",,2026-09-25T14:07:00+00:00,,,,,,
1477,linkedin,4470667664,Operario de deposito por zafra en Malvin norte,UNILAM,"Montevideo, Montevideo, Uruguay",,,,2026-09-23,https://www.linkedin.com/jobs/view/4470667664,"En UNILAM creemos en el trabajo colaborativo, en la mejora continua y en el poder de las personas para marcar la diferencia. Si buscás desafíos profesionales y un entorno dinámico, esta oportunidad es para vos. ¿Qué harás en este rol? Las Tareas Varían Según El Sector Manejo de autoelevador (se requiere libreta H o curso de manejo de autoelevador). Armado de pedidos. Carga y descarga. Expedición. Se valora experiencia previa en cualquiera de estas tareas. Turnos: matutino o vespertino ¿Qué buscamos en vos? Disponibilidad para trabajar en Malvín Norte, 44 horas semanales. Experiencia previa en tareas de depósito, logística o similares. Experiencia en el uso de sistemas WMS y/o colectores de datos. Capacidad de trabajo en equipo y buena disposición para colaborar en distintos sectores. Responsabilidad y compromiso. ¿Qué ofrecemos? Un entorno profesional dinámico, colaborativo y en constante evolución. Beneficios en salud y bienestar: ópticas, nutrición, odontología y gimnasios. Descuentos especiales en nuestras marcas para que disfrutes lo que más te gusta. Posibilidad de día libre en tu cumpleaños. Beneficios educativos en instituciones reconocidas del país. Ubicación y modalidad Ubicación: Malvín Norte, Montevideo. Modalidad: Presencial, tiempo completo (44 horas semanales). Incorporación inmediata. Postulate y sumá tu talento a UNILAM. ¡Te estamos esperando!",,2026-09-25T14:07:00+00:00,,,,,,
1478,linkedin,4461218326,Ingeniero Eléctrico con experiencia para Proyectos Industriales,Berkes Group,"Montevideo, Montevideo, Uruguay",,,,2026-08-31,https://www.linkedin.com/jobs/view/4461218326,"Quienes Somos ¡En Berkes llevamos más de 80 años innovando en ingeniería! Con oficinas globales y un equipo diverso, brindamos soluciones increíbles. ¡Sumate y creá con nosotros el futuro que soñás! 🌍🚀 Descripción De La Vacante Buscamos incorporar un ingeniero eléctrico para desarrollar y liderar la ingeniería eléctrica de proyectos y obras industriales de gran porte, coordinando con proveedores, clientes y equipos multidisciplinarios. Responsabilidades Definir y revisar criterios de diseño eléctrico, tableros, protecciones e interfaces con control e instrumentación. Diseñar y validar documentación técnica: planos, esquemas, listas de señales, datasheets y entregables para fabricación, FAT y puesta en marcha. Liderar la ingeniería conceptual, básica y de detalle de proyectos eléctricos de porte, asegurando calidad técnica, cumplimiento de plazos y soporte a obra en etapa de montaje. Coordinar cierres técnicos con Ingeniería, Compras/Expediting y Project Management. Requisitos Formación en Ingeniería Eléctrica. Experiencia en diseño y liderazgo de obras eléctricas industriales de porte. Manejo fluido de AutoCAD y AutoCAD Electrical y/o EPLAN. Conocimientos básicos de instrumentación y control. Experiencia de trabajo con transformadores de media y alta tensión. Capacidad para interpretar documentación técnica, detectar riesgos y proponer soluciones. Capacidad de trabajo en equipos de alto desempeño. Inglés intermedio a avanzado",,2026-09-25T14:07:00+00:00,,,,,,
